Order ID,Order Date,Ship Code,Ship Reference Number,Shipping ID,Payment method,Customer ID,Product Category ID,Sales,Quantity,Discount,Profit
OD1156,2023-05-09,CA-2023,1966697,CA-2023-1966697,Visa,CS0484,TEC001,159.98,2,0,57.5928
OD1157,2023-05-23,CA-2023,1970796,CA-2023-1970796,Visa,CS0485,OS006,29.6,2,0,14.8
OD1158,2023-05-28,CA-2023,1971927,CA-2023-1971927,Mastercard,CS0485,OS006,29.6,2,0,14.8
OD1159,2023-05-05,CA-2023,1972011,CA-2023-1972011,Visa,CS0485,OS006,29.6,2,0,14.8
OD1160,2023-05-26,CA-2023,1972952,CA-2023-1972952,Mastercard,CS0487,TEC004,279.96,5,0.2,17.4975
OD1161,2023-05-12,CA-2023,1974631,CA-2023-1974631,Mastercard,CS0487,TEC004,279.96,5,0.2,17.4975
OD1162,2023-05-14,CA-2023,19748,CA-2023-19748,Visa,CS0491,OS002,70.368,2,0.2,6.1572
OD1163,2023-05-28,CA-2023,1976938,CA-2023-1976938,Mastercard,CS0491,OS002,70.368,2,0.2,6.1572
OD1164,2023-05-24,CA-2023,1980536,CA-2023-1980536,Visa,CS0493,OS004,11.07,3,0,5.0922
OD1165,2023-05-09,CA-2023,1980610,CA-2023-1980610,Visa,CS0493,OS004,11.07,3,0,5.0922
OD1166,2023-05-14,CA-2023,198133,CA-2023-198133,Visa,CS0493,OS004,11.07,3,0,5.0922
OD1167,2023-05-07,CA-2023,1981541,CA-2023-1981541,Visa,CS0494,TEC001,93.98,2,0,13.1572
OD1168,2023-05-10,CA-2023,1983342,CA-2023-1983342,Mastercard,CS0494,TEC001,93.98,2,0,13.1572
OD1169,2023-05-08,CA-2023,1983486,CA-2023-1983486,Mastercard,CS0494,TEC001,93.98,2,0,13.1572
OD1170,2023-05-27,CA-2023,1983517,CA-2023-1983517,Mastercard,CS0495,FUR004,189.882,3,0.4,-94.941
OD1171,2023-05-05,CA-2023,1985809,CA-2023-1985809,Mastercard,CS0495,FUR004,189.882,3,0.4,-94.941
OD1172,2023-05-27,CA-2023,1987301,CA-2023-1987301,Visa,CS0495,FUR004,189.882,3,0.4,-94.941
OD1173,2023-05-06,CA-2023,1989105,CA-2023-1989105,Mastercard,CS0497,OS003,119.616,8,0.2,40.3704
OD1174,2023-05-22,CA-2023,1989889,CA-2023-1989889,Visa,CS0497,OS003,119.616,8,0.2,40.3704
OD1175,2023-05-10,CA-2023,1990645,CA-2023-1990645,Mastercard,CS0497,OS003,119.616,8,0.2,40.3704
OD1176,2023-05-24,CA-2023,19934,CA-2023-19934,Visa,CS0499,FUR002,241.568,2,0.2,18.1176
OD1177,2023-05-17,CA-2023,1995716,CA-2023-1995716,E-wallet,CS0499,FUR002,241.568,2,0.2,18.1176
OD1178,2023-05-25,CA-2023,1997886,CA-2023-1997886,Mastercard,CS0499,FUR002,241.568,2,0.2,18.1176
OD1179,2023-05-24,CA-2023,1998091,CA-2023-1998091,Mastercard,CS0501,OS003,22.62,2,0.7,-15.08
OD1180,2023-05-26,CA-2023,1998451,CA-2023-1998451,Mastercard,CS0501,OS003,22.62,2,0.7,-15.08
OD1181,2023-05-05,CA-2023,199905,CA-2023-199905,Mastercard,CS0501,OS003,22.62,2,0.7,-15.08
OD1182,2023-05-04,CA-2023,2001320,CA-2023-2001320,Visa,CS0503,FUR002,801.568,2,0.2,50.098
OD1183,2023-05-24,CA-2023,2001413,CA-2023-2001413,Visa,CS0503,FUR002,801.568,2,0.2,50.098
OD1184,2023-05-18,CA-2023,2003384,CA-2023-2003384,E-wallet,CS0504,OS003,2.376,3,0.7,-1.9008
OD1185,2023-05-03,CA-2023,2004127,CA-2023-2004127,Visa,CS0504,OS003,2.376,3,0.7,-1.9008
OD1186,2023-05-01,CA-2023,2004700,CA-2023-2004700,Mastercard,CS0508,OS002,8.34,3,0,2.1684
OD1187,2023-05-10,CA-2023,2004908,CA-2023-2004908,Mastercard,CS0508,OS002,8.34,3,0,2.1684
OD1188,2023-05-13,CA-2023,2005233,CA-2023-2005233,Visa,CS0509,OS008,46.74,3,0,11.685
OD1189,2023-05-27,CA-2023,2006022,CA-2023-2006022,Mastercard,CS0509,OS008,46.74,3,0,11.685
OD1190,2023-05-20,CA-2023,2007186,CA-2023-2007186,Mastercard,CS0510,OS003,6354.95,5,0,3177.475
OD1191,2023-05-27,CA-2023,2008384,CA-2023-2008384,Mastercard,CS0510,OS003,6354.95,5,0,3177.475
OD1192,2023-05-17,CA-2023,2008841,CA-2023-2008841,E-wallet,CS0510,OS003,6354.95,5,0,3177.475
OD1193,2023-05-11,CA-2023,2009163,CA-2023-2009163,Mastercard,CS0512,TEC001,38.04,2,0,12.1728
OD1194,2023-05-13,CA-2023,2009239,CA-2023-2009239,Mastercard,CS0512,TEC001,38.04,2,0,12.1728
OD1195,2023-05-19,CA-2023,2009562,CA-2023-2009562,Visa,CS0516,TEC002,2999.95,5,0,1379.977
OD1196,2023-05-09,CA-2023,2011675,CA-2023-2011675,E-wallet,CS0516,TEC002,2999.95,5,0,1379.977
OD1197,2023-05-06,CA-2023,2012949,CA-2023-2012949,Visa,CS0519,OS008,1126.02,3,0,56.301
OD1198,2023-05-21,CA-2023,2014115,CA-2023-2014115,Visa,CS0519,OS008,1126.02,3,0,56.301
OD1199,2023-05-22,CA-2023,2015211,CA-2023-2015211,Visa,CS0520,TEC001,18.392,1,0.2,5.2877
OD1200,2023-05-19,CA-2023,2015593,CA-2023-2015593,Visa,CS0520,TEC001,18.392,1,0.2,5.2877
OD1201,2023-05-06,CA-2023,2016688,CA-2023-2016688,E-wallet,CS0520,TEC001,18.392,1,0.2,5.2877
OD1202,2023-05-19,CA-2023,2016910,CA-2023-2016910,Visa,CS0521,OS008,129.568,2,0.2,-25.9136
OD1203,2023-05-27,CA-2023,2017096,CA-2023-2017096,Visa,CS0521,OS008,129.568,2,0.2,-25.9136
OD1204,2023-05-09,CA-2023,2019215,CA-2023-2019215,Mastercard,CS0522,OS003,14.112,9,0.8,-21.168
OD1205,2023-05-15,CA-2023,2020059,CA-2023-2020059,Mastercard,CS0522,OS003,14.112,9,0.8,-21.168
OD1206,2023-05-09,CA-2023,2022499,CA-2023-2022499,Visa,CS0522,OS003,14.112,9,0.8,-21.168
OD1207,2023-05-07,CA-2023,202409,CA-2023-202409,E-wallet,CS0523,FUR004,210.98,2,0,21.098
OD1208,2023-05-01,CA-2023,2026617,CA-2023-2026617,Visa,CS0523,FUR004,210.98,2,0,21.098
OD1209,2023-05-01,CA-2023,2028266,CA-2023-2028266,Visa,CS0525,TEC001,66.26,2,0,27.1666
OD1210,2023-05-26,CA-2023,2028863,CA-2023-2028863,Mastercard,CS0525,TEC001,66.26,2,0,27.1666
OD1211,2023-05-22,CA-2023,2030691,CA-2023-2030691,Visa,CS0525,TEC001,66.26,2,0,27.1666
OD1212,2023-05-17,CA-2023,2034130,CA-2023-2034130,Visa,CS0526,OS005,22.2,5,0,10.434
OD1213,2023-05-14,CA-2023,203420,CA-2023-203420,Visa,CS0526,OS005,22.2,5,0,10.434
OD1214,2023-05-04,CA-2023,2036661,CA-2023-2036661,Visa,CS0527,FUR002,683.952,3,0.2,42.747
OD1215,2023-05-01,CA-2023,2041303,CA-2023-2041303,Mastercard,CS0527,FUR002,683.952,3,0.2,42.747
OD1216,2023-05-18,CA-2023,204604,CA-2023-204604,Mastercard,CS0529,OS008,36.336,3,0.2,-7.2672
OD1217,2023-05-24,CA-2023,2046793,CA-2023-2046793,Mastercard,CS0529,OS008,36.336,3,0.2,-7.2672
OD1218,2023-05-07,CA-2023,2047320,CA-2023-2047320,Visa,CS0529,OS008,36.336,3,0.2,-7.2672
OD1219,2023-05-20,CA-2023,2048072,CA-2023-2048072,Visa,CS0531,OS004,52.512,6,0.2,19.692
OD1220,2023-05-18,CA-2023,2050021,CA-2023-2050021,Visa,CS0531,OS004,52.512,6,0.2,19.692
OD1221,2023-05-10,CA-2023,2050349,CA-2023-2050349,Mastercard,CS0532,FUR002,190.72,1,0.2,11.92
OD1222,2023-05-12,CA-2023,2052650,CA-2023-2052650,Mastercard,CS0532,FUR002,190.72,1,0.2,11.92
OD1223,2023-05-27,CA-2023,2054343,CA-2023-2054343,Mastercard,CS0533,FUR003,47.94,3,0,2.397
OD1224,2023-05-07,CA-2023,2055986,CA-2023-2055986,Mastercard,CS0533,FUR003,47.94,3,0,2.397
OD1225,2023-05-20,CA-2023,2056879,CA-2023-2056879,Mastercard,CS0533,FUR003,47.94,3,0,2.397
OD1226,2023-05-22,CA-2023,2057982,CA-2023-2057982,Visa,CS0534,TEC004,979.95,5,0,274.386
OD1227,2023-05-03,CA-2023,2058012,CA-2023-2058012,Visa,CS0534,TEC004,979.95,5,0,274.386
OD1228,2023-05-02,CA-2023,2059014,CA-2023-2059014,Mastercard,CS0534,TEC004,979.95,5,0,274.386
OD1229,2023-05-26,CA-2023,2059549,CA-2023-2059549,Visa,CS0535,OS003,22.75,5,0,11.375
OD1230,2023-05-21,CA-2023,2061850,CA-2023-2061850,Visa,CS0535,OS003,22.75,5,0,11.375
OD1231,2023-05-02,CA-2023,2061928,CA-2023-2061928,Visa,CS0537,OS003,42.616,7,0.8,-68.1856
OD1232,2023-05-21,CA-2023,206203,CA-2023-206203,Mastercard,CS0537,OS003,42.616,7,0.8,-68.1856
OD1233,2023-05-23,CA-2023,2062846,CA-2023-2062846,Visa,CS0537,OS003,42.616,7,0.8,-68.1856
OD1234,2023-05-03,CA-2023,2064095,CA-2023-2064095,Mastercard,CS0539,OS001,152.94,3,0,41.2938
OD1235,2023-05-03,CA-2023,2066202,CA-2023-2066202,Mastercard,CS0539,OS001,152.94,3,0,41.2938
OD1236,2023-05-09,CA-2023,2066241,CA-2023-2066241,Mastercard,CS0541,TEC001,468.9,6,0,206.316
OD1237,2023-05-21,CA-2023,2067747,CA-2023-2067747,E-wallet,CS0541,TEC001,468.9,6,0,206.316
OD1238,2023-05-24,CA-2023,2068320,CA-2023-2068320,Visa,CS0541,TEC001,468.9,6,0,206.316
